mode,depth,first_player,first_symbol,game_index,opening_move,winner,result,move_count,x_moves,o_moves,x_total_nodes,o_total_nodes,total_nodes,x_avg_nodes_per_move,o_avg_nodes_per_move,avg_nodes_per_move,x_total_time_s,o_total_time_s,total_search_time_s,x_avg_time_s,o_avg_time_s,avg_search_time_s,x_avg_evaluation,o_avg_evaluation,x_total_cutoffs,o_total_cutoffs,total_cutoffs,x_cache_hits,o_cache_hits,total_cache_hits,wall_time_s,max_candidates,max_moves
minimax,5,ai,O,8,"(5, 3)",X,human_win,18,9,9,2919,2616,5535,324.3333333333333,290.6666666666667,307.5,0.6491997000994161,0.6217819000594318,1.2709816001588479,0.07213330001104623,0.06908687778438131,0.07061008889771377,3369094.5555555555,-2238861.5555555555,0,0,0,0,0,0,1.272224900079891,3,60
minimax,5,ai,O,9,"(5, 5)",O,ai_win,17,8,9,2538,2400,4938,317.25,266.6666666666667,290.47058823529414,0.5538718001917005,0.5135391998337582,1.0674110000254586,0.06923397502396256,0.057059911092639796,0.06278888235443875,-2503011.75,3355934.5555555555,0,0,0,0,0,0,1.068533599958755,3,60
minimax,5,ai,O,10,"(4, 2)",O,ai_win,17,8,9,2529,2394,4923,316.125,266.0,289.5882352941176,0.5594490999355912,0.49150729982648045,1.0509563997620717,0.0699311374919489,0.054611922202942274,0.06182096469188657,-2529136.75,3385652.3333333335,0,0,0,0,0,0,1.052067199954763,3,60
minimax,5,human,X,1,"(4, 4)",X,human_win,15,8,7,2217,2271,4488,277.125,324.42857142857144,299.2,0.5751746000023559,0.5941412999527529,1.1693158999551088,0.07189682500029448,0.08487732856467899,0.07795439333034059,3795721.375,-2903764.8571428573,0,0,0,0,0,0,1.170555300079286,3,60
minimax,5,human,X,2,"(4, 3)",X,human_win,17,9,8,2436,2538,4974,270.6666666666667,317.25,292.5882352941176,0.5104441000148654,0.5931813998613507,1.103625499876216,0.056716011112762824,0.07414767498266883,0.06491914705154211,3343359.0,-2482161.75,0,0,0,0,0,0,1.1048130000708625,3,60
minimax,5,human,X,3,"(3, 4)",X,human_win,17,9,8,2268,2262,4530,252.0,282.75,266.47058823529414,0.566453600069508,0.5465622999472544,1.1130159000167623,0.06293928889661199,0.0683202874934068,0.06547152353039778,3370052.3333333335,-2509786.75,0,0,0,0,0,0,1.1142740000505,3,60
minimax,5,human,X,4,"(4, 5)",X,human_win,23,12,11,3321,3078,6399,276.75,279.8181818181818,278.2173913043478,1.1805362001759931,1.1839820001041517,2.364518200280145,0.09837801668133277,0.1076347272821956,0.10280513914261499,2619689.25,-1918210.3636363635,0,0,0,0,0,0,2.367539200000465,3,60
minimax,5,human,X,5,"(5, 4)",X,human_win,17,9,8,2379,2508,4887,264.3333333333333,313.5,287.47058823529414,0.6471616001799703,0.7072022000793368,1.354363800259307,0.07190684446444114,0.0884002750099171,0.07966845883878276,3365483.4444444445,-2514941.75,0,0,0,0,0,0,1.355707599897869,3,60
minimax,5,human,X,6,"(3, 3)",O,ai_win,20,10,10,2733,3234,5967,273.3,323.4,298.35,0.7880747000453994,0.8139550999039784,1.6020297999493778,0.07880747000453994,0.08139550999039784,0.08010148999746888,-1973237.4,2989995.1,0,0,0,0,0,0,1.6038753999164328,3,60
minimax,5,human,X,7,"(3, 5)",O,ai_win,20,10,10,2880,3291,6171,288.0,329.1,308.55,0.8093378000194207,0.8730043997056782,1.682342199725099,0.08093378000194207,0.08730043997056783,0.08411710998625495,-1996049.4,3021699.1,0,0,0,0,0,0,1.6841439999407157,3,60
minimax,5,human,X,8,"(5, 3)",O,ai_win,18,9,9,2616,2919,5535,290.6666666666667,324.3333333333333,307.5,0.6577053000219166,0.6526270997710526,1.3103323997929692,0.07307836666910185,0.07251412219678362,0.07279624443294273,-2238861.5555555555,3369094.5555555555,0,0,0,0,0,0,1.3116325000301003,3,60
minimax,5,human,X,9,"(5, 5)",X,human_win,17,9,8,2400,2538,4938,266.6666666666667,317.25,290.47058823529414,0.6743264999240637,0.740398199763149,1.4147246996872127,0.07492516665822929,0.09254977497039363,0.08321909998160075,3355934.5555555555,-2503011.75,0,0,0,0,0,0,1.41635239997413,3,60
minimax,5,human,X,10,"(4, 2)",X,human_win,17,9,8,2394,2529,4923,266.0,316.125,289.5882352941176,0.6881658997153863,0.6880852999165654,1.3762511996319517,0.07646287774615404,0.08601066248957068,0.08095595291952658,3385652.3333333335,-2529136.75,0,0,0,0,0,0,1.3776199999265373,3,60
alphabeta,1,ai,O,1,"(4, 4)",O,ai_win,13,6,7,18,18,36,3.0,2.5714285714285716,2.769230769230769,0.004969999776221812,0.0049888999201357365,0.009958899696357548,0.0008283332960369686,0.0007126999885908195,0.0007660692074121191,5280.0,1448065.5714285714,0,0,0,0,0,0,0.010837499983608723,3,60
alphabeta,1,ai,O,2,"(4, 3)",O,ai_win,17,8,9,24,24,48,3.0,2.6666666666666665,2.823529411764706,0.007571799913421273,0.008697999990545213,0.016269799903966486,0.0009464749891776592,0.0009664444433939126,0.0009570470531744992,-805.0,1129724.3333333333,0,0,0,0,0,0,0.01776900002732873,3,60
alphabeta,1,ai,O,3,"(3, 4)",O,ai_win,17,8,9,24,24,48,3.0,2.6666666666666665,2.823529411764706,0.010003100149333477,0.010664299945347011,0.020667400094680488,0.0012503875186666846,0.001184922216149668,0.0012157294173341464,-805.0,1129724.3333333333,0,0,0,0,0,0,0.02241799992043525,3,60
alphabeta,1,ai,O,4,"(4, 5)",O,ai_win,17,8,9,24,24,48,3.0,2.6666666666666665,2.823529411764706,0.008382499916478992,0.008603600086644292,0.016986100003123283,0.001047812489559874,0.0009559555651826991,0.000999182353124899,-15435.0,1143971.0,0,0,0,0,0,0,0.018455700017511845,3,60
alphabeta,1,ai,O,5,"(5, 4)",O,ai_win,17,8,9,24,24,48,3.0,2.6666666666666665,2.823529411764706,0.006871300050988793,0.007182900095358491,0.014054200146347284,0.0008589125063735992,0.0007981000105953879,0.0008267176556674874,-19057.5,1147191.0,0,0,0,0,0,0,0.015281299944035709,3,60
alphabeta,1,ai,O,6,"(3, 3)",X,human_win,14,7,7,21,18,39,3.0,2.5714285714285716,2.7857142857142856,0.0059327001217752695,0.005323800025507808,0.011256500147283077,0.0008475285888250385,0.0007605428607868296,0.0008040357248059341,1410534.142857143,53771.42857142857,0,0,0,0,0,0,0.012220299919135869,3,60
alphabeta,1,ai,O,7,"(3, 5)",X,human_win,18,9,9,27,24,51,3.0,2.6666666666666665,2.8333333333333335,0.008245400036685169,0.008389900089241564,0.016635300125926733,0.0009161555596316854,0.0009322111210268405,0.0009241833403292629,1122162.111111111,19851.11111111111,0,0,0,0,0,0,0.018097099964506924,3,60
alphabeta,1,ai,O,8,"(5, 3)",O,ai_win,15,7,8,21,21,42,3.0,2.625,2.8,0.006156999967060983,0.006321700057014823,0.012478700024075806,0.0008795714238658547,0.0007902125071268529,0.0008319133349383871,-43305.71428571428,1303647.375,0,0,0,0,0,0,0.013598800054751337,3,60
alphabeta,1,ai,O,9,"(5, 5)",O,ai_win,15,7,8,21,21,42,3.0,2.625,2.8,0.004704599967226386,0.0045622000470757484,0.009266800014302135,0.0006720857096037694,0.0005702750058844686,0.0006177866676201423,-14620.0,1295102.375,0,0,0,0,0,0,0.010099499952048063,3,60
alphabeta,1,ai,O,10,"(4, 2)",O,ai_win,15,7,8,21,21,42,3.0,2.625,2.8,0.00465199991595,0.0048870001919567585,0.009539000107906759,0.0006645714165642858,0.0006108750239945948,0.0006359333405271172,-32105.714285714286,1289469.875,0,0,0,0,0,0,0.010376599966548383,3,60
alphabeta,1,human,X,1,"(4, 4)",X,human_win,13,7,6,18,18,36,2.5714285714285716,3.0,2.769230769230769,0.0039679998299106956,0.0039083999581635,0.007876399788074195,0.0005668571185586708,0.0006513999930272499,0.0006058769067749381,1448065.5714285714,5280.0,0,0,0,0,0,0,0.008537800051271915,3,60
alphabeta,1,human,X,2,"(4, 3)",X,human_win,17,9,8,24,24,48,2.6666666666666665,3.0,2.823529411764706,0.005905599915422499,0.0057271997211501,0.0116327996365726,0.0006561777683802777,0.0007158999651437625,0.0006842823315630941,1129724.3333333333,-805.0,0,0,0,0,0,0,0.012564799981191754,3,60
alphabeta,1,human,X,3,"(3, 4)",X,human_win,17,9,8,24,24,48,2.6666666666666665,3.0,2.823529411764706,0.00576980016194284,0.00567409978248179,0.01144389994442463,0.0006410889068825378,0.0007092624728102237,0.0006731705849661547,1129724.3333333333,-805.0,0,0,0,0,0,0,0.012354199890978634,3,60
alphabeta,1,human,X,4,"(4, 5)",X,human_win,17,9,8,24,24,48,2.6666666666666665,3.0,2.823529411764706,0.008397999801672995,0.008053999976255,0.016451999777927995,0.0009331110890747772,0.001006749997031875,0.0009677646928192938,1143971.0,-15435.0,0,0,0,0,0,0,0.017754900036379695,3,60
alphabeta,1,human,X,5,"(5, 4)",X,human_win,17,9,8,24,24,48,2.6666666666666665,3.0,2.823529411764706,0.0069560002302750945,0.006939200102351606,0.0138952003326267,0.0007728889144750105,0.0008674000127939507,0.0008173647254486294,1147191.0,-19057.5,0,0,0,0,0,0,0.01503209990914911,3,60
alphabeta,1,human,X,6,"(3, 3)",O,ai_win,14,7,7,18,21,39,2.5714285714285716,3.0,2.7857142857142856,0.0038721999153494835,0.004310799879021943,0.008182999794371426,0.0005531714164784976,0.0006158285541459918,0.0005844999853122447,53771.42857142857,1410534.142857143,0,0,0,0,0,0,0.0089103999780491,3,60
alphabeta,1,human,X,7,"(3, 5)",O,ai_win,18,9,9,24,27,51,2.6666666666666665,3.0,2.8333333333333335,0.0059955999022349715,0.005820500198751688,0.01181610010098666,0.0006661777669149968,0.0006467222443057431,0.00065645000561037,19851.11111111111,1122162.111111111,0,0,0,0,0,0,0.012927000061608851,3,60
alphabeta,1,human,X,8,"(5, 3)",X,human_win,15,8,7,21,21,42,2.625,3.0,2.8,0.0050515999319031835,0.004923700005747378,0.009975299937650561,0.0006314499914878979,0.0007033857151067682,0.0006650199958433707,1303647.375,-43305.71428571428,0,0,0,0,0,0,0.010806900099851191,3,60
alphabeta,1,human,X,9,"(5, 5)",X,human_win,15,8,7,21,21,42,2.625,3.0,2.8,0.006008699885569513,0.00608619989361614,0.012094899779185653,0.0007510874856961891,0.0008694571276594486,0.0008063266519457102,1295102.375,-14620.0,0,0,0,0,0,0,0.013144299970008433,3,60
alphabeta,1,human,X,10,"(4, 2)",X,human_win,15,8,7,21,21,42,2.625,3.0,2.8,0.006575699779205024,0.006432699970901012,0.013008399750106037,0.000821962472400628,0.0009189571387001447,0.0008672266500070691,1289469.875,-32105.714285714286,0,0,0,0,0,0,0.014140099985525012,3,60
alphabeta,2,ai,O,1,"(4, 4)",O,ai_win,13,6,7,66,60,126,11.0,8.571428571428571,9.692307692307692,0.015965300262905657,0.01608620013576001,0.03205150039866567,0.002660883377150943,0.0022980285908228587,0.0024655000306665897,-1673376.3333333333,1432657.0,7,6,13,0,0,0,0.03304180002305657,3,60
alphabeta,2,ai,O,2,"(4, 3)",O,ai_win,31,15,16,159,154,313,10.6,9.625,10.096774193548388,0.06505400000605732,0.07063449965789914,0.13568849966395646,0.0043369333337371545,0.004414656228618696,0.00437704837625666,-716419.8666666667,654253.6875,18,12,30,0,0,0,0.13985769997816533,3,60
alphabeta,2,ai,O,3,"(3, 4)",O,ai_win,31,15,16,159,154,313,10.6,9.625,10.096774193548388,0.0639013001928106,0.06517029996030033,0.12907160015311092,0.004260086679520706,0.00407314374751877,0.004163600004939062,-716419.8666666667,654253.6875,18,12,30,0,0,0,0.1328571999911219,3,60
alphabeta,2,ai,O,4,"(4, 5)",O,ai_win,17,8,9,83,76,159,10.375,8.444444444444445,9.352941176470589,0.019681899808347225,0.018601899733766913,0.03828379954211414,0.002460237476043403,0.002066877748196324,0.0022519882083596554,-1268682.25,1107431.0,12,10,22,0,0,0,0.03957070002797991,3,60
alphabeta,2,ai,O,5,"(5, 4)",O,ai_win,23,11,12,113,112,225,10.272727272727273,9.333333333333334,9.782608695652174,0.03989410004578531,0.036941700032912195,0.0768358000786975,0.0036267363677986646,0.003078475002742683,0.00334068695994337,-909692.5454545454,812581.5833333334,13,11,24,0,0,0,0.07885229995008558,3,60
alphabeta,2,ai,O,6,"(3, 3)",X,human_win,26,13,13,131,126,257,10.076923076923077,9.692307692307692,9.884615384615385,0.03762079996522516,0.036225599818862975,0.07384639978408813,0.0028939076896327045,0.002786584601450998,0.0028402461455418514,723819.9230769231,-745322.9230769231,15,16,31,0,0,0,0.07610620011109859,3,60
alphabeta,2,ai,O,7,"(3, 5)",O,ai_win,17,8,9,82,76,158,10.25,8.444444444444445,9.294117647058824,0.02195730002131313,0.019523399998433888,0.04148070001974702,0.0027446625026641414,0.002169266666492654,0.0024400411776321776,-1306782.25,1117451.0,11,10,21,0,0,0,0.043368599959649146,3,60
alphabeta,2,ai,O,8,"(5, 3)",O,ai_win,31,15,16,149,150,299,9.933333333333334,9.375,9.64516129032258,0.06545129988808185,0.06813339982181787,0.13358469970989972,0.00436341999253879,0.004258337488863617,0.0043091838616096684,-676481.2,609864.9375,21,17,38,0,0,0,0.13776770001277328,3,60
alphabeta,2,ai,O,9,"(5, 5)",O,ai_win,15,7,8,74,71,145,10.571428571428571,8.875,9.666666666666666,0.018750699935480952,0.01857500011101365,0.0373257000464946,0.002678671419354422,0.0023218750138767064,0.00248838000309964,-1459691.142857143,1274534.875,8,6,14,0,0,0,0.038409800035879016,3,60
alphabeta,2,ai,O,10,"(4, 2)",X,human_win,20,10,10,97,94,191,9.7,9.4,9.55,0.028401499963365495,0.029401800013147295,0.05780329997651279,0.0028401499963365494,0.0029401800013147293,0.0028901649988256396,939969.9,-959481.8,13,11,24,0,0,0,0.05959019996225834,3,60
alphabeta,2,human,X,1,"(4, 4)",X,human_win,13,7,6,60,66,126,8.571428571428571,11.0,9.692307692307692,0.014003799995407462,0.014052800252102315,0.028056600247509778,0.0020005428564867805,0.002342133375350386,0.0021582000190392137,1432657.0,-1673376.3333333333,6,7,13,0,0,0,0.02886620000936091,3,60
alphabeta,2,human,X,2,"(4, 3)",X,human_win,31,16,15,154,159,313,9.625,10.6,10.096774193548388,0.055019000195898116,0.05350410006940365,0.10852310026530176,0.0034386875122436322,0.0035669400046269097,0.003500745169848444,654253.6875,-716419.8666666667,12,18,30,0,0,0,0.11159729992505163,3,60
alphabeta,2,human,X,3,"(3, 4)",X,human_win,31,16,15,154,159,313,9.625,10.6,10.096774193548388,0.08902250020764768,0.08174360019620508,0.17076610040385276,0.00556390626297798,0.005449573346413672,0.00550858388399525,654253.6875,-716419.8666666667,12,18,30,0,0,0,0.17594440001994371,3,60
alphabeta,2,human,X,4,"(4, 5)",X,human_win,17,9,8,76,83,159,8.444444444444445,10.375,9.352941176470589,0.02267279988154769,0.024051999673247337,0.04672479955479503,0.0025191999868386323,0.003006499959155917,0.0027485176208702955,1107431.0,-1268682.25,10,12,22,0,0,0,0.048161699902266264,3,60
alphabeta,2,human,X,5,"(5, 4)",X,human_win,23,12,11,112,113,225,9.333333333333334,10.272727272727273,9.782608695652174,0.03490339976269752,0.03193220007233322,0.06683559983503073,0.00290861664689146,0.0029029272793030195,0.002905895645001336,812581.5833333334,-909692.5454545454,11,13,24,0,0,0,0.06871280004270375,3,60
alphabeta,2,human,X,6,"(3, 3)",O,ai_win,26,13,13,126,131,257,9.692307692307692,10.076923076923077,9.884615384615385,0.03578650008421391,0.038934099837206304,0.07472059992142022,0.0027528076987856855,0.0029949307567081773,0.0028738692277469314,-745322.9230769231,723819.9230769231,16,15,31,0,0,0,0.07700140005908906,3,60
alphabeta,2,human,X,7,"(3, 5)",X,human_win,17,9,8,76,82,158,8.444444444444445,10.25,9.294117647058824,0.024334899964742362,0.02669509989209473,0.051029999856837094,0.0027038777738602627,0.0033368874865118414,0.0030017646974610057,1117451.0,-1306782.25,10,11,21,0,0,0,0.05309479997958988,3,60
alphabeta,2,human,X,8,"(5, 3)",X,human_win,31,16,15,150,149,299,9.375,9.933333333333334,9.64516129032258,0.06051960005424917,0.06046400009654462,0.12098360015079379,0.003782475003390573,0.004030933339769642,0.0039026967790578644,609864.9375,-676481.2,17,21,38,0,0,0,0.12478870002087206,3,60
alphabeta,2,human,X,9,"(5, 5)",X,human_win,15,8,7,71,74,145,8.875,10.571428571428571,9.666666666666666,0.014460999984294176,0.013860799954272807,0.028321799938566983,0.001807624998036772,0.0019801142791818294,0.0018881199959044656,1274534.875,-1459691.142857143,6,8,14,0,0,0,0.029147400055080652,3,60
alphabeta,2,human,X,10,"(4, 2)",O,ai_win,20,10,10,94,97,191,9.4,9.7,9.55,0.02474340028129518,0.024707600008696318,0.0494510002899915,0.002474340028129518,0.002470760000869632,0.0024725500144995747,-959481.8,939969.9,11,13,24,0,0,0,0.05089019995648414,3,60
alphabeta,3,ai,O,1,"(4, 4)",O,ai_win,13,6,7,177,165,342,29.5,23.571428571428573,26.307692307692307,0.03977660008240491,0.03238250012509525,0.07215910020750016,0.0066294333470674855,0.004626071446442178,0.005550700015961551,-1698173.0,2896510.8571428573,22,23,45,0,0,0,0.07303099997807294,3,60
alphabeta,3,ai,O,2,"(4, 3)",X,human_win,20,10,10,291,264,555,29.1,26.4,27.75,0.0649496999103576,0.06093879998661578,0.12588849989697337,0.006494969991035759,0.006093879998661578,0.006294424994848669,2023527.6,-1002897.8,33,33,66,0,0,0,0.12730439996812493,3,60
alphabeta,3,ai,O,3,"(3, 4)",O,ai_win,13,6,7,175,138,313,29.166666666666668,19.714285714285715,24.076923076923077,0.02894150000065565,0.02230209985282272,0.05124359985347837,0.004823583333442609,0.00318601426468896,0.00394181537334449,-1708086.3333333333,2906202.285714286,18,22,40,0,0,0,0.05188589997123927,3,60
alphabeta,3,ai,O,4,"(4, 5)",O,ai_win,15,7,8,191,179,370,27.285714285714285,22.375,24.666666666666668,0.040641300147399306,0.03790280013345182,0.07854410028085113,0.005805900021057043,0.004737850016681477,0.005236273352056742,-1437588.2857142857,2530647.0,23,25,48,0,0,0,0.07960669999010861,3,60
alphabeta,3,ai,O,5,"(5, 4)",O,ai_win,15,7,8,206,180,386,29.428571428571427,22.5,25.733333333333334,0.053207899909466505,0.04902240005321801,0.10223029996268451,0.007601128558495215,0.006127800006652251,0.006815353330845634,-1443691.142857143,2527197.0,27,23,50,0,0,0,0.10362069995608181,3,60
alphabeta,3,ai,O,6,"(3, 3)",O,ai_win,17,8,9,215,182,397,26.875,20.22222222222222,23.352941176470587,0.060176500235684216,0.048333399929106236,0.10850990016479045,0.007522062529460527,0.005370377769900693,0.006382935303811203,-1258437.25,2257548.4444444445,26,28,54,0,0,0,0.11002240004017949,3,60
alphabeta,3,ai,O,7,"(3, 5)",X,human_win,28,14,14,401,387,788,28.642857142857142,27.642857142857142,28.142857142857142,0.11666579998563975,0.11271269980352372,0.22937849978916347,0.008333271427545696,0.008050907128823124,0.00819208927818441,1456796.857142857,-714719.8571428572,53,48,101,0,0,0,0.2320155999623239,3,60
alphabeta,3,ai,O,8,"(5, 3)",X,human_win,14,7,7,172,171,343,24.571428571428573,24.428571428571427,24.5,0.02992099989205599,0.030559800215996802,0.06048080010805279,0.004274428556007999,0.0043656857451424,0.004320057150575199,2869319.4285714286,-1406276.857142857,22,24,46,0,0,0,0.06122269993647933,3,60
alphabeta,3,ai,O,9,"(5, 5)",O,ai_win,15,7,8,206,198,404,29.428571428571427,24.75,26.933333333333334,0.03833410004153848,0.03854349988978356,0.07687759993132204,0.005476300005934068,0.004817937486222945,0.005125173328754802,-1446622.5714285714,2530642.0,24,21,45,0,0,0,0.0777892000041902,3,60
alphabeta,3,ai,O,10,"(4, 2)",O,ai_win,17,8,9,234,204,438,29.25,22.666666666666668,25.764705882352942,0.048930500051938,0.04163759993389249,0.09056809998583049,0.00611631250649225,0.004626399992654721,0.0053275352932841465,-1279609.75,2275226.222222222,29,26,55,0,0,0,0.0916595000308007,3,60
alphabeta,3,human,X,1,"(4, 4)",X,human_win,13,7,6,165,177,342,23.571428571428573,29.5,26.307692307692307,0.029334599850699306,0.03335069993045181,0.06268529978115112,0.004190657121528473,0.005558449988408635,0.004821946137011624,2896510.8571428573,-1698173.0,23,22,45,0,0,0,0.06345819996204227,3,60
alphabeta,3,human,X,2,"(4, 3)",O,ai_win,20,10,10,264,291,555,26.4,29.1,27.75,0.06144700024742633,0.06618149997666478,0.1276285002240911,0.006144700024742633,0.006618149997666478,0.006381425011204556,-1002897.8,2023527.6,33,33,66,0,0,0,0.1291065999539569,3,60
alphabeta,3,human,X,3,"(3, 4)",X,human_win,13,7,6,138,175,313,19.714285714285715,29.166666666666668,24.076923076923077,0.024495799909345806,0.032186799799092114,0.05668259970843792,0.003499399987049401,0.005364466633182019,0.004360199977572148,2906202.285714286,-1708086.3333333333,22,18,40,0,0,0,0.05737349996343255,3,60
alphabeta,3,human,X,4,"(4, 5)",X,human_win,15,8,7,179,191,370,22.375,27.285714285714285,24.666666666666668,0.032299499958753586,0.03704900003504008,0.06934849999379367,0.004037437494844198,0.005292714290720012,0.004623233332919577,2530647.0,-1437588.2857142857,25,23,48,0,0,0,0.07043279998470098,3,60
alphabeta,3,human,X,5,"(5, 4)",X,human_win,15,8,7,180,206,386,22.5,29.428571428571427,25.733333333333334,0.050031500053592026,0.05445319996215403,0.10448470001574606,0.006253937506699003,0.007779028566022005,0.006965646667716404,2527197.0,-1443691.142857143,23,27,50,0,0,0,0.10594090004451573,3,60
alphabeta,3,human,X,6,"(3, 3)",X,human_win,17,9,8,182,215,397,20.22222222222222,26.875,23.352941176470587,0.05017160007264465,0.0641892000567168,0.11436080012936145,0.00557462223029385,0.0080236500070896,0.0067271058899624385,2257548.4444444445,-1258437.25,28,26,54,0,0,0,0.11594630009494722,3,60
alphabeta,3,human,X,7,"(3, 5)",O,ai_win,28,14,14,387,401,788,27.642857142857142,28.642857142857142,28.142857142857142,0.12385520024690777,0.1264521002303809,0.25030730047728866,0.00884680001763627,0.009032292873598635,0.008939546445617452,-714719.8571428572,1456796.857142857,48,53,101,0,0,0,0.25341679994016886,3,60
alphabeta,3,human,X,8,"(5, 3)",O,ai_win,14,7,7,171,172,343,24.428571428571427,24.571428571428573,24.5,0.039697700063697994,0.0380375002278015,0.0777352002914995,0.005671100009099713,0.005433928603971643,0.0055525143065356785,-1406276.857142857,2869319.4285714286,24,22,46,0,0,0,0.07889709994196892,3,60
alphabeta,3,human,X,9,"(5, 5)",X,human_win,15,8,7,198,206,404,24.75,29.428571428571427,26.933333333333334,0.03798710007686168,0.04024970007594675,0.07823680015280843,0.00474838750960771,0.0057499571537066784,0.005215786676853895,2530642.0,-1446622.5714285714,21,24,45,0,0,0,0.07908990001305938,3,60
alphabeta,3,human,X,10,"(4, 2)",X,human_win,17,9,8,204,234,438,22.666666666666668,29.25,25.764705882352942,0.04205089982133359,0.04895920003764331,0.0910100998589769,0.004672322202370399,0.006119900004705414,0.005353535285822171,2275226.222222222,-1279609.75,26,29,55,0,0,0,0.09206559997983277,3,60
alphabeta,4,ai,O,1,"(4, 4)",O,ai_win,15,7,8,513,420,933,73.28571428571429,52.5,62.2,0.11376449989620596,0.09120260016061366,0.20496710005681962,0.01625207141374371,0.011400325020076707,0.013664473337121308,-2930162.0,2542382.0,90,80,170,0,0,0,0.20604189997538924,3,60
alphabeta,4,ai,O,2,"(4, 3)",O,ai_win,17,8,9,511,424,935,63.875,47.111111111111114,55.0,0.11342260020319372,0.10321809991728514,0.21664070012047887,0.014177825025399216,0.011468677768587239,0.012743570595322287,-2540289.25,2238377.3333333335,106,91,197,0,0,0,0.21794570004567504,3,60
alphabeta,4,ai,O,3,"(3, 4)",O,ai_win,17,8,9,471,482,953,58.875,53.55555555555556,56.05882352941177,0.08758869988378137,0.1005038998555392,0.18809259973932058,0.010948587485472672,0.0111670999839488,0.01106427057290121,-2538889.25,2229170.6666666665,93,99,192,0,0,0,0.18926050001755357,3,60
alphabeta,4,ai,O,4,"(4, 5)",O,ai_win,17,8,9,487,452,939,60.875,50.22222222222222,55.23529411764706,0.08686680009122938,0.09315760002937168,0.18002440012060106,0.010858350011403672,0.010350844447707964,0.010589670595329474,-2538889.25,2229170.6666666665,96,96,192,0,0,0,0.18115519999992102,3,60
alphabeta,4,ai,O,5,"(5, 4)",O,ai_win,15,7,8,430,372,802,61.42857142857143,46.5,53.46666666666667,0.08139740012120456,0.07372729992493987,0.15512470004614443,0.011628200017314936,0.009215912490617484,0.010341646669742962,-2890990.5714285714,2516979.5,87,78,165,0,0,0,0.1560881999321282,3,60
alphabeta,4,ai,O,6,"(3, 3)",X,human_win,20,10,10,629,631,1260,62.9,63.1,63.0,0.15358530008234084,0.1548315999098122,0.30841689999215305,0.015358530008234084,0.01548315999098122,0.015420844999607653,1985245.6,-2002627.4,127,127,254,0,0,0,0.31001509993802756,3,60
alphabeta,4,ai,O,7,"(3, 5)",X,human_win,20,10,10,704,645,1349,70.4,64.5,67.45,0.20142340008169413,0.1810413000639528,0.38246470014564693,0.02014234000816941,0.01810413000639528,0.019123235007282347,1932595.6,-1974065.4,141,119,260,0,0,0,0.3843454000307247,3,60
alphabeta,4,ai,O,8,"(5, 3)",O,ai_win,19,9,10,653,638,1291,72.55555555555556,63.8,67.94736842105263,0.22868220007512718,0.24062419997062534,0.4693064000457525,0.0254091333416808,0.024062419997062535,0.024700336844513292,-2236648.222222222,1993809.6,107,122,229,0,0,0,0.4716208999743685,3,60
alphabeta,4,ai,O,9,"(5, 5)",O,ai_win,29,14,15,1032,989,2021,73.71428571428571,65.93333333333334,69.6896551724138,0.3431040998548269,0.36155520007014275,0.7046592999249697,0.024507435703916208,0.024103680004676182,0.024298596549136884,-1482282.4285714286,1372423.7333333334,175,160,335,0,0,0,0.708133399952203,3,60
alphabeta,4,ai,O,10,"(4, 2)",X,human_win,20,10,10,651,622,1273,65.1,62.2,63.65,0.15896999987307936,0.14909740001894534,0.3080673998920247,0.015896999987307935,0.014909740001894534,0.015403369994601235,1950633.6,-1986215.4,131,137,268,0,0,0,0.30952410004101694,3,60
alphabeta,4,human,X,1,"(4, 4)",X,human_win,15,8,7,420,513,933,52.5,73.28571428571429,62.2,0.08703159994911402,0.1070070001296699,0.19403860007878393,0.010878949993639253,0.015286714304238558,0.012935906671918929,2542382.0,-2930162.0,80,90,170,0,0,0,0.19517309998627752,3,60
alphabeta,4,human,X,2,"(4, 3)",X,human_win,17,9,8,424,511,935,47.111111111111114,63.875,55.0,0.0949875001097098,0.11232650000602007,0.20731400011572987,0.010554166678856645,0.014040812500752509,0.012194941183278227,2238377.3333333335,-2540289.25,91,106,197,0,0,0,0.20859040005598217,3,60
alphabeta,4,human,X,3,"(3, 4)",X,human_win,17,9,8,482,471,953,53.55555555555556,58.875,56.05882352941177,0.11417899990919977,0.09964139992371202,0.2138203998329118,0.012686555545466641,0.012455174990464002,0.012577670578406575,2229170.6666666665,-2538889.25,99,93,192,0,0,0,0.21504580008331686,3,60
alphabeta,4,human,X,4,"(4, 5)",X,human_win,17,9,8,452,487,939,50.22222222222222,60.875,55.23529411764706,0.09260560013353825,0.09421620017383248,0.18682180030737072,0.010289511125948694,0.01177702502172906,0.010989517665139455,2229170.6666666665,-2538889.25,96,96,192,0,0,0,0.18792209995444864,3,60
alphabeta,4,human,X,5,"(5, 4)",X,human_win,15,8,7,372,430,802,46.5,61.42857142857143,53.46666666666667,0.07217399997171015,0.07898280024528503,0.15115680021699518,0.009021749996463768,0.011283257177897863,0.010077120014466345,2516979.5,-2890990.5714285714,78,87,165,0,0,0,0.15212770004291087,3,60
